Course ID,Subject,Catalog,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses,Description,Website
032930,SPEC,642,SPEC MASTER'S LEVEL STUDIES,1.00,LEC,Lecture,,GRAD,,Check academic program site,
032932,SPEC,643,SPEC MASTER'S LEVEL STUDIES,2.00,LEC,Lecture,,GRAD,,Check academic program site,
032934,SPEC,644,SPEC MASTER'S LEVEL STUDIES,4.00,LEC,Lecture,,GRAD,,Check academic program site,
032937,SPEC,645,SPEC MASTER'S LEVEL STUDIES,4.00,LEC,Lecture,,GRAD,,Check academic program site,
032940,SPEC,647,SPEC MASTER'S LEVEL STUDIES,4.00,LEC,Lecture,,GRAD,,Check academic program site,
032943,SPEC,649,SPEC MASTER'S LEVEL STUDIES,4.00,LEC,Lecture,,GRAD,,Check academic program site,
032947,SPEC,652,SPEC MASTER'S LEVEL STUDIES,4.00,LEC,Lecture,,GRAD,,Check academic program site,
032961,SPEC,670,RESEARCH SEMINAR,3.00,LEC,Lecture,,GRAD,,Check academic program site,
032974,SPEC,690,MASTER'S THESIS,21.00,LEC,Lecture,,GRAD,,Check academic program site,
032975,SPEC,690A,MASTER'S THESIS,24.00,LEC,Lecture,,GRAD,,Check academic program site,
032982,SPEC,801,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
032986,SPEC,802,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
032991,SPEC,803,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
032996,SPEC,804,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
033000,SPEC,805,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
033006,SPEC,806,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
033014,SPEC,808,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
033019,SPEC,809,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
033024,SPEC,810,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
033027,SPEC,811,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
033031,SPEC,812,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
033036,SPEC,813,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
033042,SPEC,814,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
033047,SPEC,815,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
033051,SPEC,816,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
033055,SPEC,817,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
033060,SPEC,818,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
033064,SPEC,819,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
033068,SPEC,820,SPEC DOCTORAL LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
033091,SPEC,821,SPEC. DOCTORAL LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
033113,SPEC,822,SPECIAL DOCTORAL LEVEL STUDI,3.00,LEC,Lecture,,GRAD,,Check academic program site,
033134,SPEC,823,SPEC. DOCTORAL LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
033153,SPEC,824,SPEC. DOCTORAL LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
033173,SPEC,825,SPEC. DOCTORAL LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
033192,SPEC,826,SPEC DOCTORAL LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
033213,SPEC,827,SPEC DOCTORAL LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
033233,SPEC,828,SPEC DOCTORAL LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
033254,SPEC,829,SPEC DOCTORAL LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
033276,SPEC,830,SPEC. DOCTORAL LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
033298,SPEC,831,SPEC DOCTORAL LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
033321,SPEC,832,SPEC DOCTORAL LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
033339,SPEC,833,SPEC DOCTORAL LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
033359,SPEC,834,SPEC DOCTORAL LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
033380,SPEC,835,SPEC. DOCTORAL LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
033416,SPEC,837,SPEC. DOCTORAL LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
033467,SPEC,840,SPEC DOCTORAL LEVEL STUDIES,4.00,LEC,Lecture,,GRAD,,Check academic program site,
033470,SPEC,841,SPEC DOCTORAL LEVEL STUDIES,4.00,LEC,Lecture,,GRAD,,Check academic program site,
033472,SPEC,842,SPEC DOCTORAL LEVEL STUDIES,1.00,LEC,Lecture,,GRAD,,Check academic program site,
033475,SPEC,843,SPECIAL TOPIC: CELL BIOLOGY,4.00,LEC,Lecture,,GRAD,,Check academic program site,
033478,SPEC,844,SPECIAL TOPICS: MICROBIOLOGY,4.00,LEC,Lecture,,GRAD,,Check academic program site,
033481,SPEC,845,SPECIAL TOPIC:  CELL BIOLOGY,4.00,LEC,Lecture,,GRAD,,Check academic program site,
033490,SPEC,850,SPECIAL DOCTORAL LEVEL STUDY,4.00,LEC,Lecture,,GRAD,,Check academic program site,
033495,SPEC,852,SEL TOPICS-ECOLOGY/EVOLUTION,4.00,LEC,Lecture,,GRAD,,Check academic program site,
033498,SPEC,853,SPEC DOCTORAL LEVEL STUDIES,4.00,LEC,Lecture,,GRAD,,Check academic program site,
033518,SPEC,870,RESEARCH SEMINAR,3.00,LEC,Lecture,,GRAD,,Check academic program site,
033536,SPEC,890,DOCTORAL THESIS,66.00,LEC,Lecture,,GRAD,,Check academic program site,
042609,SPEC,687,MASTER'S THESIS PROPOSAL,3.00,LEC,Lecture,,GRAD,,Check academic program site,
042680,SPEC,885B,DOCTORAL COMPREHENSIVE EXAM,3.00,LEC,Lecture,,GRAD,,Check academic program site,
042681,SPEC,887,DOCTORAL THESIS PROPOSAL,3.00,LEC,Lecture,,GRAD,,Check academic program site,
045804,SPEC,807,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
047106,SPEC,634,SPEC MASTER'S LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
047107,SPEC,648,SPEC MASTER'S LEVEL STUDIES,4.00,LEC,Lecture,,GRAD,,Check academic program site,
047108,SPEC,650,SPEC MASTER'S LEVEL STUDIES,4.00,LEC,Lecture,,GRAD,,Check academic program site,
047109,SPEC,800,SPEC DOCTORAL LEVEL STUDIES,6.00,LEC,Lecture,,GRAD,,Check academic program site,
047110,SPEC,836,SPEC DOCTORAL LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
047111,SPEC,838,SPEC. DOCTORAL LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
047112,SPEC,839,SPEC. DOCTORAL LEVEL STUDIES,3.00,LEC,Lecture,,GRAD,,Check academic program site,
047113,SPEC,851,SELECTED TOPICS IN BEHAVIOR,4.00,LEC,Lecture,,GRAD,,Check academic program site,
049203,SSDB,492,Seminar in Advanced Topics in Sexuality I,3.00,SEM,Seminar,"Prerequisite: 60 university credits; enrolment in the Major or Minor in Interdisciplinary Studies in Sexuality, or permission of the Institute.",UGRD,,This seminar is designed to provide a setting for concentrated learning and an opportunity for advanced feminist and intersectional study on a research topic in sexuality.,
049298,SSDB,220,Introduction to Theories of Sexuality,3.00,LEC,Lecture,,UGRD,,This course is a multidisciplinary introduction to the central problems in the study of sexuality. ,
049299,SSDB,275,Introduction to Sexuality Research (also listed as FASS291),3.00,LEC,Lecture,,UGRD,SSDB275 = FASS291 = INTE275,"This course surveys interdisciplinary approaches to research in sexuality within the humanities, arts and social sciences. The course considers different research methodologies in sexuality research, with opportunities to apply multiple methods.",
049299,SSDB,275,Introduction to Sexuality Research (also listed as FASS291),3.00,LEC,Lecture,,UGRD,SSDB275 = INTE275,"This course surveys interdisciplinary approaches to research in sexuality within the humanities, arts and social sciences. The course considers different research methodologies in sexuality research, with opportunities to apply multiple methods.",
049299,SSDB,275,Introduction to Sexuality Research (also listed as FASS291),3.00,LEC,Lecture,,UGRD,,"This course surveys interdisciplinary approaches to research in sexuality within the humanities, arts and social sciences. The course considers different research methodologies in sexuality research, with opportunities to apply multiple methods.",
049300,SSDB,390,Sexuality Theory in Historical Perspectives,3.00,SEM,Seminar,,UGRD,,Check academic program site,
049301,SSDB,426,Practicum,3.00,PRA,Practicum/Intership/work term,,UGRD,,This course offers a 100-hour field experience over the course of one semester. The course involves a fieldwork project.,
049360,SSDB,428,Independent Study,3.00,REA,Reading,,UGRD,,"This course provides the opportunity for an independent study in which the student may explore, from a feminist and intersectional perspective, a specific topic within the interdisciplinary field of sexuality.",
049402,SSDB,270,"HIV/AIDS: Cultural, Social and Scientific Aspects of the Pandemic (also listed as FFAR 290/SOCI 290)",6.00,LEC,Lecture,,UGRD,,Check academic program site,
049403,SSDB,493,Seminar in Advanced Topics in Sexuality II,3.00,SEM,Seminar,,UGRD,,Check academic program site,
050097,SSDB,425,Ethics in Community Engagement,3.00,LEC,Lecture,,UGRD,,"This course examines the ethics, practices, and processes of working within and alongside of communities. Examining both theoretical and practical texts, case studies, and site-visits in the area of feminism and sexuality, the course prepares students to enter into the Practicum experience.",
049275,SSOQ,103,SHORT STUDIES OUTSIDE QUEBEC A,3.00,LEC,Lecture,,UGRD,,Check academic program site,
049276,SSOQ,106,SHORT STUDIES OUTSIDE QUEBEC B,6.00,LEC,Lecture,,UGRD,,Check academic program site,
049277,SSOQ,109,SHORT STUDIES OUTSIDE QUEBEC C,9.00,LEC,Lecture,,UGRD,,Check academic program site,
049535,SSOQ,603,SHORT STUDIES OUTSIDE QUEBEC D,3.00,LEC,Lecture,,GRAD,,Check academic program site,
049536,SSOQ,606,SHORT STUDIES OUTSIDE QUEBEC E,6.00,LEC,Lecture,,GRAD,,Check academic program site,
049537,SSOQ,609,SHORT STUDIES OUTSIDE QUEBEC F,9.00,LEC,Lecture,,GRAD,,Check academic program site,
033558,STAT,249,Probability I,3.00,LEC,Lecture,"Prerequisite: MATH264, or equivalent, previously or concurrently.",UGRD,,Check academic program site,
033559,STAT,250,Statistics,3.00,LEC,Lecture,"Prerequisite: STAT249 or equivalent or permission of the Department; MATH265, or equivalent, previously or concurrently.",UGRD,MAST333 = MATH243,Check academic program site,
033559,STAT,250,Statistics,3.00,LEC,Lecture,"Prerequisite: STAT249 or equivalent or permission of the Department; MATH265, or equivalent, previously or concurrently.",UGRD,,Check academic program site,
033560,STAT,287,Statistics Lab I,1.00,LEC,Lecture,,UGRD,MATH 329 = STAT 287,Lab,
033561,STAT,343,Sample Survey Theory and Applications,3.00,LEC,Lecture,Prerequisite: STAT250 or MAST333.,UGRD,MATH 343 = STAT 343,Check academic program site,
033562,STAT,347,Introduction to Non-Parametric Statistics,3.00,LEC,Lecture,Prerequisite: STAT250 or MAST333.,UGRD,MATH 347 = STAT 347,Check academic program site,
033563,STAT,349,Probability II,3.00,LEC,Lecture,Prerequisite: STAT249 or equivalent.,UGRD,,Check academic program site,
033564,STAT,360,Linear Models,3.00,LEC,Lecture,Prerequisite: STAT250 or equivalent.,UGRD,MATH 348 = ECON 222,Check academic program site,
033564,STAT,360,Linear Models,3.00,LEC,Lecture,Prerequisite: STAT250 or equivalent.,UGRD,,Check academic program site,
033566,STAT,449,Advanced Probability,3.00,LEC,Lecture,Prerequisite: STAT250 and STAT349.,UGRD,MATH 451 = STAT 449,Check academic program site,
033567,STAT,450,Mathematical Statistics,3.00,LEC,Lecture,"Prerequisite: STAT250; STAT349 previously or concurrently, or permission of the department.",UGRD,MATH 454 = STAT 450,Check academic program site,
033568,STAT,452,Intoduction to Stochastic Processes,3.00,LEC,Lecture,Prerequisite: STAT449.,UGRD,STAT452 = MATH353,Check academic program site,
033568,STAT,452,Intoduction to Stochastic Processes,3.00,LEC,Lecture,Prerequisite: STAT449.,UGRD,,Check academic program site,
033569,STAT,460,Time Series and Forecasting,3.00,LEC,Lecture,STAT360.  Students who have received credit for MATH443 may not take this course for credit.,UGRD,MATH 443 = STAT 460,Analysis of time series data using statistical software,
033570,STAT,461,Statistical Simulation,3.00,LEC,Lecture,Prerequisite: STAT349.,UGRD,MATH 437 = STAT 461,Simulations,
033571,STAT,465,Multivariate Statististics,3.00,LEC,Lecture,Prerequisite: MATH252 and STAT360 or equivalent.,UGRD,,Check academic program site,
033572,STAT,468,Design of Experiments,3.00,LEC,Lecture,Prerequisite: STAT360.,UGRD,,Check academic program site,
033573,STAT,480,Statistical Data Analysis,3.00,LEC,Lecture,Prerequisite: STAT360 or permission of the Department.,UGRD,MATH 445 = STAT 480,Statistical software (SAS) projects using data,
033576,STAT,498,READING COURSES / STATISTIC,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033580,STAT,499,Honours Project in Statistics,6.00,LEC,Lecture,,UGRD,,Check academic program site,
045809,STAT,497,TOPICS IN STATISTICS,3.00,LEC,Lecture,,UGRD,,"Reinforcement Learning - Projects with real world applications, computer programming",
049629,STAT,280,Introduction to Statistical Programming,3.00,LEC,Lecture,"Prerequisite: MATH 203, 204 or equivalent.",UGRD,,Introduction to statistical programming and computational statistics using the R programming language.,
049630,STAT,380,Statistical Learning,3.00,LEC,Lecture,Prerequisite: MATH 251 or equivalent; STAT 360 or equivalent; previously or concurrently.,UGRD,,"Introduction to methods in statistical/machine learning, computer programming, projects using data",
033585,STOQ,1,STUDIES OUTSIDE QUEBEC A (GRAD),9.00,LEC,Lecture,,GRAD,,Check academic program site,
047178,STOQ,1,STUDIES OUTSIDE QUEBEC A (UGRD),15.00,LEC,Lecture,,UGRD,,Check academic program site,
033613,TDEV,209,The Artist in Community,3.00,STU,Studio,,UGRD,,Check academic program site,
033614,TDEV,210,The Audience and the Performance Event,3.00,STU,Studio,   Course Prerequisite: TDEV209,UGRD,TDEV 210 = PERC 210,Check academic program site,
033617,TDEV,303,STORYTELL/ORAL HIST/IDENTITY,3.00,LEC,Lecture,You must complete 1 of the following rules   Course Prerequisite: TDEV209,UGRD,TDEV 303 = PERC 353,Check academic program site,
033618,TDEV,311,POP. THEATRE:THEORY/PRACTICE,3.00,LEC,Lecture,   Course Prerequisite: TDEV209,UGRD,TDEV 311 = PERC 354,Check academic program site,
033627,TDEV,405,Independent Study I,3.00,LEC,Lecture,You must have completed a minimum amount of 48 credits.,UGRD,THEA 405 = TDEV 405 = PERC 405,Check academic program site,
033628,TDEV,415,Independent Study II,3.00,LEC,Lecture, ; Course Prerequisite: TDEV405,UGRD,TDEV 415 = PERC 415,Check academic program site,
044226,TDEV,301,COMMUNITY ARTS,3.00,STU,Studio,   Course Prerequisite: TDEV209; Never Taken/Not Registered: TDEV398B,UGRD,TDEV 301 = PERC 351,Check academic program site,
044227,TDEV,314,COLLECTIVE CREATION,3.00,STU,Studio,   Course Prerequisite: TDEV209; Never Taken/Not Registered: TDEV398A,UGRD,TDEV 314 = PERC 384,Check academic program site,
044228,TDEV,401,PERFORMING STORIES,3.00,LEC,Lecture,; Never Taken/Not Registered: TDEV498I  You must have completed a minimum amount of 48 credits.,UGRD,TDEV 401 = PERC 481,Check academic program site,
047114,TDEV,298,SPECIAL TOPICS IN TDEV,3.00,LEC,Lecture,,UGRD,,Check academic program site,
047115,TDEV,398,SPECIAL TOPICS IN TDEV,3.00,LEC,Lecture,,UGRD,,Check academic program site,
047116,TDEV,498,SPECIAL TOPICS IN TDEV,3.00,STU,Studio,,UGRD,,Check academic program site,
033644,TESL,201,INTRODUCTION TO TEACHING ESL,3.00,LEC,Lecture,,UGRD,,"Project-based activities, apply course concepts & put teaching skills into practice",
033646,TESL,221,Phonology for Teachers,3.00,LEC,Lecture,Prerequisite: TESL 231 concurrently,UGRD,,"This course includes a practice component, called pronunciation tutorials. During this practical component of the course, students meet with a non-native speaker, learner of English as a second language (typically, an international student at Concordia), conduct an assessment of the learner's pronunciation skills, and design and implement a brief pronunciation course.",
033648,TESL,231,Modern English Grammar,3.00,LEC,Lecture,Prerequisite:  TESL221 concurrently,UGRD,,Practical teaching assignments based on ESL speech and writing samples,
033649,TESL,232,English Grammar,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033653,TESL,324,Methodology I,3.00,LEC,Lecture,"   Never Taken: TESL433, TESL361, TESL424, TESL351, TESL415, TESL424",UGRD,,,
033654,TESL,326,TESL Pedagogy: General,6.00,LEC,Lecture,"Prerequisite: TESL221, TESL231, EDUC200 previously or concurrently.",UGRD,,"Minimum 20 hours observing, teaching & assisting in adult ESL classes, classroom-based projects",
033654,TESL,326,TESL Pedagogy: General,6.00,PRA,Practicum/Intership/work term,"Prerequisite: TESL221, TESL231, EDUC200 previously or concurrently.",UGRD,,"Minimum 20 hours observing, teaching & assisting in adult ESL classes, classroom-based projects",
033656,TESL,330,Computers in Language Learning,3.00,LAB,Laboratory,"Prerequisite:   TESL221, TESL231, TESL326.",UGRD,,"Conceptualize, design and assess computer-based materials (including websites, online materials, digital games, virtual learning environments, etc.); develop a computer-assisted language learning curriculum;",
033656,TESL,330,Computers in Language Learning,3.00,LEC,Lecture,"Prerequisite:   TESL221, TESL231, TESL326.",UGRD,,"Conceptualize, design and assess computer-based materials (including websites, online materials, digital games, virtual learning environments, etc.); develop a computer-assisted language learning curriculum;",
033657,TESL,331,Grammar for Teachers,3.00,LEC,Lecture,Prerequisite: TESL231 with a grade of C+ or better.,UGRD,,Practical assignments: evaluate online grammar sources; prepare grammar lesson outlines and participate in teaching simulations. The work completed by students can be applied in their teaching careers,
033658,TESL,341,Language Acquisition,3.00,LEC,Lecture,"Prerequisite: TESL221, TESL231 previously or concurrently, or permission of the Department.",UGRD,,Case studies. Hands-on workshops.,
033659,TESL,351,History of the English Language,3.00,LEC,Lecture,"Prerequisite: TESL221; TESL231 with a grade of C+ or better, or permission of the Department; TESL415, TESL427, TESL467 concurrently.",UGRD,,Check academic program site,
033665,TESL,415,"Testing, Evaluation and Course Design",3.00,LEC,Lecture,Prerequisite: Tesl426 or TESL427 previously or concurrently.,UGRD,,"Students analyze tests and rating scales, and create a set of thematic assessments for their final project.",
033666,TESL,424,Methodology II,3.00,LEC,Lecture,Prerequisite: TESL324,UGRD,,"Conceptualize, create and assess pedagogical materials involving reading and writing (including lesson plans, activities, textbooks, virtual learning environments, website, games, etc.)",
033667,TESL,426,PEDAGOGY: PRIMARY,6.00,LAB,Laboratory,"Prerequisite: TESL326; TESL330, TESL466 and EDUC210 previously or concurrently.",UGRD,,Games/role-plays. Case studies. Hands-on workshops.,
033667,TESL,426,PEDAGOGY: PRIMARY,6.00,LEC,Lecture,"Prerequisite: TESL326; TESL330, TESL466 and EDUC210 previously or concurrently.",UGRD,,Games/role-plays. Case studies. Hands-on workshops.,
033668,TESL,427,Pedagogy: Secondary,3.00,LEC,Lecture,"Prerequisite: TESL426, TESL466; TESL467 concurrently",UGRD,,Games/role-plays. Case studies. Hands-on workshops.,
033671,TESL,433,Practicum,3.00,PRA,Practicum/Intership/work term,"Prerequisite: ENGL213;TESL331, TESL341, TESL415, TESL424 previously or concurrently. Enrolled in TESL Certificate.",UGRD,,"Observation of ESL classes taught by experienced teachers, lesson planning and evaluation of own's teaching style",
033674,TESL,466,Internship: Primary I,3.00,PRA,Practicum/Intership/work term,"Prerequisite: TESL 330, 426, EDUC 210, previously or concurrently.",UGRD,,Check academic program site,
033675,TESL,467,Internship: Secondary I,3.00,PRA,Practicum/Intership/work term,"Prerequisite: TESL426, TESL466; TESL427 concurrently",UGRD,,Check academic program site,
033676,TESL,471,Teaching Language Arts: Secondary,3.00,LEC,Lecture,"Prerequisite: TESL426, TESL466; TESL427 previously or concurrently.",UGRD,TESL471 = TESL498A,Case studies. Hands-on workshops.,
033676,TESL,471,Teaching Language Arts: Secondary,3.00,LEC,Lecture,"Prerequisite: TESL426, TESL466; TESL427 previously or concurrently.",UGRD,,Case studies. Hands-on workshops.,
033678,TESL,486,Internship: Primary II,6.00,PRA,Practicum/Intership/work term,"Prerequisite: 105 credits including ENGL 212, 213 with a grade of C+ or better; EDUC 200, 450, 454; TESL 330, 331, 341, 415, 426, 466, 471; TESL 487, 488 concurrently.",UGRD,,Check academic program site,
033679,TESL,487,Internship: Secondary II,6.00,PRA,Practicum/Intership/work term,"Prerequisite: EDUC200; TESL467; TESL486, TESL488 concurrently.",UGRD,,Check academic program site,
033680,TESL,488,Internship Seminar,3.00,LEC,Lecture,Prerequisite: TESL486 and TESL487 concurrently.,UGRD,,Develop self-regulated learning of that of a professional in education. Develop the ability to make links between the knowledge acquired during the BEd & practice in the field.,
033681,TESL,491,Study in a Special Subject,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033682,TESL,492,Study in a Special Subject,3.00,LEC,Lecture,,UGRD,,Check academic program site,
047117,TESL,298,SELECTED TOPICS IN TESL,3.00,LEC,Lecture,,UGRD,,Check academic program site,
047118,TESL,398,SELECTED TOPICS IN TESL,3.00,LEC,Lecture,,UGRD,,Check academic program site,
047119,TESL,498,ADVANCED TOPICS IN TESL,3.00,LEC,Lecture,,UGRD,,Check academic program site,
047120,TESL,499,ADVANCED TOPICS IN TESL,6.00,LEC,Lecture,,UGRD,,Check academic program site,
050064,TESL,435,Practicum,6.00,LEC,Lecture,,UGRD,,Check academic program site,
050064,TESL,435,Practicum,6.00,PRA,Practicum/Intership/work term,,UGRD,,Check academic program site,
033780,THEA,211,Script Analysis,3.00,LEC,Lecture,,UGRD,THEA 211 = PERC 212,Check academic program site,
033783,THEA,241,Elements of Playwriting,3.00,STU,Studio,,UGRD,,Check academic program site,
033788,THEA,303,Theatre History I,3.00,LEC,Lecture,You must have completed a minimum amount of 24 credits.,UGRD,THEA 300=THEA 303=PERC 303,Check academic program site,
033791,THEA,316,PUPPETRY & PERF. OBJECT WRKS,3.00,LEC,Lecture,  You must complete 15 of the following rules   Must complete min number of credits: 15 in the subject.,UGRD,THEA 316 = PERC 356,Check academic program site,
033795,THEA,341,Playwriting I,3.00,STU,Studio,Prerequ THEA 341,UGRD,THEA 341 = PERC 318,Check academic program site,
033796,THEA,342,Playwriting II,3.00,STU,Studio,PREREQ THEA 342,UGRD,THEA 342 = PERC 362,Check academic program site,
033804,THEA,405,Independent Study I,3.00,LEC,Lecture,,UGRD,THEA 405 = TDEV 405 = PERC 405,Check academic program site,
033805,THEA,411,Directing,3.00,LEC,Lecture,"48 credits completed in the Department of Theatre and 2 courses selected from TPER 210, TDEV 210 or DFTT 210; or written permission of the Department.",UGRD,THEA 411 = PERC 311,Check academic program site,
033807,THEA,415,Independent Study II,3.00,LEC,Lecture,,UGRD,TDEV 415 = PERC 415,Check academic program site,
033807,THEA,415,Independent Study II,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033809,THEA,420,Playwriting Workshop,6.00,STU,Studio,,UGRD,,Check academic program site,
044229,THEA,306,THEATRE HISTORY II,3.00,LEC,Lecture,   Course Prerequisite: THEA303; Never Taken/Not Registered: THEA404,UGRD,THEA 306-404 = PERC 306,Check academic program site,
044230,THEA,414,CURRENT CANADIAN THEATRE,3.00,LEC,Lecture,; Never Taken/Not Registered: THEA312  You must have completed a minimum amount of 48 credits.,UGRD,THEA 312 = THEA 414,Check academic program site,
047121,THEA,298,TOPICS IN THEATRE STUDIES,3.00,LEC,Lecture,,UGRD,,Check academic program site,
047122,THEA,398,SPECIAL TOPICS IN THEATRE,3.00,STU,Studio,,UGRD,,Check academic program site,
047123,THEA,498,TOPICS IN THEATRE STUDIES,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033869,THEO,201,Introduction to Theological Studies,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033870,THEO,202,Introduction to Biblical Studies,3.00,LEC,Lecture,Students must not have taken the following course: THEO406.,UGRD,THEO202 = THEO222,Check academic program site,
033870,THEO,202,Introduction to Biblical Studies,3.00,LEC,Lecture,Students must not have taken the following course: THEO406.,UGRD,,Check academic program site,
033872,THEO,203,Introduction to New Testament,3.00,LEC,Lecture,Students must not have taken the following course: THEO406.,UGRD,,Check academic program site,
033874,THEO,204,Introduction to Christian Ethics,3.00,LEC,Lecture,,UGRD,THEO204 = THEO350,Check academic program site,
033874,THEO,204,Introduction to Christian Ethics,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033876,THEO,205,Introduction to Christian Spirituality,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033878,THEO,206,Introduction to Christian Origins,3.00,LEC,Lecture,,UGRD,THEO206 = THEO421,Check academic program site,
033878,THEO,206,Introduction to Christian Origins,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033884,THEO,211,INTRO TO ROMAN CATHOLICISM:,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033886,THEO,212,"Faith, Reason and the Religious Sense",3.00,LEC,Lecture,,UGRD,,Check academic program site,
033897,THEO,226,Theology and Myth,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033898,THEO,228,CELTIC CHRISTIANITY,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033903,THEO,233,Religious Pluralism in a Secular Culture,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033905,THEO,234,Pilgrim Bodies Sacred Journeys,3.00,LEC,Lecture,,UGRD,,Individual and group fieldwork,
033908,THEO,236,"Spirituality: Personal, Social and Religious Dimensions",3.00,LEC,Lecture,,UGRD,,Check academic program site,
033910,THEO,238,Theology in Film,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033914,THEO,242,Theology and the Arts,3.00,LEC,Lecture,,UGRD,THEO242 = THEO241,Check academic program site,
033914,THEO,242,Theology and the Arts,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033916,THEO,245,The Creative Self,3.00,LEC,Lecture,,UGRD,THEO245 = THEO298C,Check academic program site,
033916,THEO,245,The Creative Self,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033935,THEO,291,THE ICON: THEOLOGY IN COLOUR,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033937,THEO,295,Theology and Women,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033964,THEO,301,PENTATEUCH,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033967,THEO,302,Historiographies in the Hebrew Bible,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033970,THEO,303,Themes in the Hebrew Bible,3.00,LEC,Lecture,,UGRD,THEO303 = THEO300,Check academic program site,
033970,THEO,303,Themes in the Hebrew Bible,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033972,THEO,304,Prophetic and Wisdom Literature in the Hebrew Bible,3.00,LEC,Lecture,,UGRD,,Check academic program site,
033981,THEO,311,Johannine Literature,3.00,LEC,Lecture,,UGRD,,Check academic program site,
